rank,Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +,ratio_200_plus,ratio_50_plus,failed_criteria
870,4Ms2Jn9Y6uMBUVCe63UxJGFvTGu3j4uzcQKq19e3GGGs,11.19%,"$17,275.89","$80,448.01",40.08%,?,"['trojan', 'pepeboost']",11.04,https://gmgn.ai/sol/address/4Ms2Jn9Y6uMBUVCe63UxJGFvTGu3j4uzcQKq19e3GGGs,1151,0.0,0.0,2.0,21.0,22.0,4.0,1.0,0.023457862728062554,0.04170286707211121,[]
871,99GfnJBVaQiRqJNQB64gpWViaY3em89VCHdouQ4KKAHK,40.38%,"$195,148.77","$220,595.10",47.76%,?,[],36.45,https://gmgn.ai/sol/address/99GfnJBVaQiRqJNQB64gpWViaY3em89VCHdouQ4KKAHK,726,42.0,160.0,36.0,44.0,15.0,1.0,1.0,0.023415977961432508,0.08402203856749312,[]
872,HRzJABMzQp6vf8FdKxBJTmgAY7Leco6h4x6F3MbWT2RH,50.26%,"$43,672.95","$597,306.74",39.19%,?,['photon'],26.3,https://gmgn.ai/sol/address/HRzJABMzQp6vf8FdKxBJTmgAY7Leco6h4x6F3MbWT2RH,214,0.0,0.0,20.0,25.0,3.0,1.0,1.0,0.02336448598130841,0.14018691588785046,[]
873,2zDS8yKBRabqYjRDHhLDMjQiFPJbGcySNizPsL77sbnj,23.82%,"$78,042.91","$106,288.90",74.24%,?,['photon'],15.09,https://gmgn.ai/sol/address/2zDS8yKBRabqYjRDHhLDMjQiFPJbGcySNizPsL77sbnj,387,11.0,98.0,149.0,30.0,7.0,0.0,2.0,0.023255813953488372,0.10077519379844961,[]
874,Dcm8NDGaJeMdcWEjGUecNnzReJoAtYsKR8ir5ahRZuV1,6.31%,"$13,402.99","$70,181.96",41.92%,?,"['photon', 'bullx']",120.62,https://gmgn.ai/sol/address/Dcm8NDGaJeMdcWEjGUecNnzReJoAtYsKR8ir5ahRZuV1,474,25.0,149.0,91.0,24.0,9.0,0.0,2.0,0.023206751054852322,0.07383966244725738,[]
875,5qHzYKwVhCXkjJFfkjM8V3LY5meSU47o1QdFcix6YM5b,18.50%,"$64,168.07","$162,223.96",44.59%,?,['bullx'],275.18,https://gmgn.ai/sol/address/5qHzYKwVhCXkjJFfkjM8V3LY5meSU47o1QdFcix6YM5b,347,39.0,157.0,73.0,23.0,7.0,0.0,1.0,0.023054755043227664,0.0893371757925072,[]
876,6RKmvL7HBbZDAxX6JFCeLJ4apYaRwCwWBQR69qBSw4YG,6.17%,"$1,835.96","$20,860.05",33.33%,?,[],13.39,https://gmgn.ai/sol/address/6RKmvL7HBbZDAxX6JFCeLJ4apYaRwCwWBQR69qBSw4YG,479,67.0,34.0,7.0,15.0,9.0,0.0,2.0,0.022964509394572025,0.054279749478079335,[]
877,8rSgWLNuQBbX2CotvP4K4sFKFRHhyUrp8q9eTkD5vkym,42.12%,"$119,261.91","$177,760.34",63.27%,?,['photon'],33.46,https://gmgn.ai/sol/address/8rSgWLNuQBbX2CotvP4K4sFKFRHhyUrp8q9eTkD5vkym,525,42.0,96.0,105.0,45.0,8.0,1.0,3.0,0.022857142857142857,0.10857142857142857,[]
878,7HnVshGcvUeMfZrnxJJbmWrJRXJfAMJU5jhQizS2sZbP,53.90%,"$49,041.86","$173,014.37",39.13%,?,['bullx'],15.67,https://gmgn.ai/sol/address/7HnVshGcvUeMfZrnxJJbmWrJRXJfAMJU5jhQizS2sZbP,219,31.0,50.0,49.0,20.0,4.0,1.0,0.0,0.0228310502283105,0.1141552511415525,[]
879,3qfDL6vJXkfrEcUJ8jrMZC2rYReUxzYHk4iu3hdCMDUx,17.94%,"$145,845.86","$264,752.92",52.99%,?,"['photon', 'trojan', 'pepeboost']",13.95,https://gmgn.ai/sol/address/3qfDL6vJXkfrEcUJ8jrMZC2rYReUxzYHk4iu3hdCMDUx,964,17.0,131.0,99.0,28.0,14.0,2.0,6.0,0.022821576763485476,0.05186721991701245,[]
880,B2Vhiq8vjVrKzknswHVzz5GEMLb3GaS52mLiwfYG77HS,17.17%,"$17,681.25","$25,265.36",66.40%,?,['trojan'],5.02,https://gmgn.ai/sol/address/B2Vhiq8vjVrKzknswHVzz5GEMLb3GaS52mLiwfYG77HS,353,14.0,112.0,117.0,49.0,4.0,1.0,3.0,0.0226628895184136,0.16147308781869688,[]
881,BdkBMew2BHeqnCm1qr9YTnmRiKwbfSrmHcxGtVsPtrvS,43.66%,"$96,571.68","$204,849.08",61.54%,?,['photon'],541.13,https://gmgn.ai/sol/address/BdkBMew2BHeqnCm1qr9YTnmRiKwbfSrmHcxGtVsPtrvS,574,12.0,111.0,101.0,62.0,9.0,1.0,3.0,0.02264808362369338,0.13066202090592335,[]
882,5CoucEuKuJSnbJkY5UgAwf2U2UwZP9BcAckWp3wwDzv3,11.11%,"$3,928.00","$24,608.87",32.10%,?,['photon'],0.16,https://gmgn.ai/sol/address/5CoucEuKuJSnbJkY5UgAwf2U2UwZP9BcAckWp3wwDzv3,486,0.0,0.0,10.0,29.0,5.0,3.0,3.0,0.02263374485596708,0.0823045267489712,[]
883,4AQVrAHQexGfb8JqCJJRWu834tDLu4JJFS15PG68TPUK,9.74%,"$26,517.43","$41,538.58",55.56%,?,['trojan'],34.39,https://gmgn.ai/sol/address/4AQVrAHQexGfb8JqCJJRWu834tDLu4JJFS15PG68TPUK,486,15.0,132.0,120.0,22.0,4.0,0.0,7.0,0.02263374485596708,0.06790123456790123,[]
884,8T9mnATndr2aUw9r28uTtxKSh2JfqJwrctW6XaWPHTgy,9.22%,"$143,677.84","$68,841.78",36.17%,?,['photon'],466.08,https://gmgn.ai/sol/address/8T9mnATndr2aUw9r28uTtxKSh2JfqJwrctW6XaWPHTgy,707,0.0,0.0,18.0,16.0,11.0,0.0,5.0,0.02263083451202263,0.04526166902404526,[]
885,8NuTzFr7YSeWpXnkeKo3rLkVhdmvo6tqY3Qmb5MzuCkG,15.43%,"$11,388.18","$10,557.61",53.85%,?,['bullx'],49.94,https://gmgn.ai/sol/address/8NuTzFr7YSeWpXnkeKo3rLkVhdmvo6tqY3Qmb5MzuCkG,266,21.0,74.0,98.0,16.0,3.0,0.0,3.0,0.022556390977443608,0.08270676691729323,[]
886,DDn6xmiWvfY3TPELEeijo2Wmijx6ZrfJsQmRtWrKWVcm,23.70%,"$3,476.65","$3,476.65",51.61%,?,"['photon', 'bullx']",8.91,https://gmgn.ai/sol/address/DDn6xmiWvfY3TPELEeijo2Wmijx6ZrfJsQmRtWrKWVcm,222,2.0,4.0,20.0,19.0,4.0,1.0,0.0,0.02252252252252252,0.10810810810810811,[]
887,BWMFBvDQSjgQVrPvoRXBsFwuTBErXckD3sMn4D94xcR7,11.87%,"$22,092.01","$82,488.64",56.40%,?,['trojan'],12.55,https://gmgn.ai/sol/address/BWMFBvDQSjgQVrPvoRXBsFwuTBErXckD3sMn4D94xcR7,534,0.0,0.0,15.0,23.0,12.0,0.0,0.0,0.02247191011235955,0.06554307116104868,[]
888,CxkPpd8nWDMGXcaq2Zs4ePVhCVPrEcfPKHRNPn4Jysk9,5.62%,"$7,204.27","$7,204.27",32.19%,?,['trojan'],7.98,https://gmgn.ai/sol/address/CxkPpd8nWDMGXcaq2Zs4ePVhCVPrEcfPKHRNPn4Jysk9,670,88.0,127.0,45.0,25.0,11.0,1.0,3.0,0.022388059701492536,0.05970149253731343,[]
889,DER4Y3dSX4wKBwrwqSAeivVdK8Z2EeQvPPQneN59zwNQ,63.77%,"$50,307.94","$50,307.94",51.22%,?,[],24.37,https://gmgn.ai/sol/address/DER4Y3dSX4wKBwrwqSAeivVdK8Z2EeQvPPQneN59zwNQ,269,13.0,30.0,31.0,19.0,5.0,0.0,1.0,0.022304832713754646,0.09293680297397769,[]
890,CBDQUD6GGSir4miXngCK7PKhUgBSiWpD4dtw651Wtqyx,11.20%,"$6,111.33","$13,200.98",43.33%,?,"['trojan', 'gmgn']",18.28,https://gmgn.ai/sol/address/CBDQUD6GGSir4miXngCK7PKhUgBSiWpD4dtw651Wtqyx,359,44.0,111.0,88.0,49.0,5.0,1.0,2.0,0.022284122562674095,0.15877437325905291,[]
891,85pLpaUF2R9SDkGYUMc69gcfo4Xa8GzUwKVg68A6UFoq,16.60%,"$65,096.61","$121,028.58",31.08%,?,[],94.45,https://gmgn.ai/sol/address/85pLpaUF2R9SDkGYUMc69gcfo4Xa8GzUwKVg68A6UFoq,450,46.0,141.0,73.0,30.0,9.0,1.0,0.0,0.022222222222222223,0.08888888888888889,[]
892,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,44.90%,"$803,920.15","$3,651,800.29",85.97%,?,['photon'],2236.58,https://gmgn.ai/sol/address/suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,1946,0.0,0.0,0.0,6.0,14.0,4.0,25.0,0.022096608427543678,0.025179856115107913,[]
893,56Xx6FLQ8skDoMHjYJA5oMr1iDWab7hTFup636mhbjBE,28.35%,"$43,222.13","$116,854.48",78.26%,?,[],23.55,https://gmgn.ai/sol/address/56Xx6FLQ8skDoMHjYJA5oMr1iDWab7hTFup636mhbjBE,319,2.0,67.0,160.0,63.0,6.0,0.0,1.0,0.0219435736677116,0.219435736677116,[]
894,BZWKRGP4qFR1Jc6ovw9vU1ZcyJjSNEDK1PRymRY8j37P,22.39%,"$24,562.98","$24,562.98",37.17%,?,['trojan'],51.29,https://gmgn.ai/sol/address/BZWKRGP4qFR1Jc6ovw9vU1ZcyJjSNEDK1PRymRY8j37P,866,99.0,98.0,59.0,25.0,16.0,0.0,3.0,0.021939953810623556,0.050808314087759814,[]
895,Hmn2GYbxKxFFrKdqPQi4YBCGts2iVsaqrb5NQpxG1Bus,11.87%,"$44,485.51","$300,836.90",42.94%,?,['gmgn'],34.41,https://gmgn.ai/sol/address/Hmn2GYbxKxFFrKdqPQi4YBCGts2iVsaqrb5NQpxG1Bus,2282,0.0,0.0,0.0,0.0,19.0,4.0,27.0,0.021910604732690624,0.021910604732690624,[]
896,Grx451o9TBJp9dfVbMgzictW2TUbMFmaNhTu62DnMCMC,8.60%,"$32,135.56","$94,957.63",38.46%,?,['photon'],40.74,https://gmgn.ai/sol/address/Grx451o9TBJp9dfVbMgzictW2TUbMFmaNhTu62DnMCMC,367,74.0,123.0,57.0,29.0,8.0,0.0,0.0,0.021798365122615803,0.1008174386920981,[]
897,4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a,16.27%,"$98,133.82","$170,110.11",39.52%,?,['photon'],642.0,https://gmgn.ai/sol/address/4NtyFqqRzvHWsTmJZoT26H9xtL7asWGTxpcpCxiKax9a,368,15.0,161.0,93.0,19.0,3.0,3.0,2.0,0.021739130434782608,0.07336956521739131,[]
898,ntRSoysrsnySv1gDTkB68ch9YjQHGxhh26eJgNBj1nx,6.66%,"$8,495.76","$27,444.52",32.29%,?,[],21.01,https://gmgn.ai/sol/address/ntRSoysrsnySv1gDTkB68ch9YjQHGxhh26eJgNBj1nx,553,124.0,74.0,66.0,24.0,8.0,2.0,2.0,0.0216998191681736,0.0650994575045208,[]
899,9GjMiNNFdMQYBAGA9x3WEzkqsD2BySJbmHfQ6rjB9Y8h,139.63%,"$15,449.70","$15,449.70",41.38%,?,['pepeboost'],124.75,https://gmgn.ai/sol/address/9GjMiNNFdMQYBAGA9x3WEzkqsD2BySJbmHfQ6rjB9Y8h,231,42.0,26.0,29.0,13.0,3.0,0.0,2.0,0.021645021645021644,0.07792207792207792,[]
900,ABffKz43oF8psePSEBtKagfHebAEf7rbBasrb5WE79pM,16.33%,"$41,343.88","$99,690.98",44.87%,?,['photon'],73.63,https://gmgn.ai/sol/address/ABffKz43oF8psePSEBtKagfHebAEf7rbBasrb5WE79pM,324,44.0,122.0,97.0,30.0,4.0,0.0,3.0,0.021604938271604937,0.11419753086419752,[]
901,8A9CU2aR6cDB86FoADVwGQHUdAGG5iwD5ULi7Lg23xLj,1.66%,"$4,164.66","$4,643.36",63.44%,?,"['trojan', 'gmgn']",2.69,https://gmgn.ai/sol/address/8A9CU2aR6cDB86FoADVwGQHUdAGG5iwD5ULi7Lg23xLj,371,28.0,54.0,54.0,26.0,7.0,0.0,1.0,0.0215633423180593,0.09164420485175202,[]
902,7QGEZSRXQkhPz4ExBGxGSWg38DoGYr1mkTCo9K8GXpvn,17.36%,"$71,449.54","$90,571.72",50.00%,?,['photon'],91.56,https://gmgn.ai/sol/address/7QGEZSRXQkhPz4ExBGxGSWg38DoGYr1mkTCo9K8GXpvn,372,23.0,30.0,22.0,14.0,7.0,0.0,1.0,0.021505376344086023,0.05913978494623656,[]
903,BnUj1uAynP5gK2gtEwmQgwhziF7gTzv4Hczkipbsz1Kb,2.28%,"$2,917.80","$21,594.80",44.95%,?,"['photon', 'trojan']",2.53,https://gmgn.ai/sol/address/BnUj1uAynP5gK2gtEwmQgwhziF7gTzv4Hczkipbsz1Kb,326,59.0,109.0,96.0,28.0,6.0,1.0,0.0,0.02147239263803681,0.10736196319018405,[]
904,C2kRiVAB6zRT5VUo4LZGqsg2zmE2rzxefM5N9QzjbNjJ,1.73%,"$7,464.27","$7,464.27",47.26%,?,['photon'],13.2,https://gmgn.ai/sol/address/C2kRiVAB6zRT5VUo4LZGqsg2zmE2rzxefM5N9QzjbNjJ,326,13.0,73.0,49.0,17.0,6.0,1.0,0.0,0.02147239263803681,0.0736196319018405,[]
905,85cssCweTw6doENsBcJiKZHsHW5c1ZYQHanUq1d9gUPo,19.01%,"$2,833.89","$3,296.25",52.38%,?,['trojan'],2.22,https://gmgn.ai/sol/address/85cssCweTw6doENsBcJiKZHsHW5c1ZYQHanUq1d9gUPo,328,16.0,2.0,5.0,15.0,7.0,0.0,0.0,0.021341463414634148,0.06707317073170732,[]
906,GFYX2gqKLdURMzZ17WXPaYtzxciMEaRyUTEqKQxWWK3C,29.82%,"$81,536.45","$138,153.73",39.47%,?,['trojan'],0.27,https://gmgn.ai/sol/address/GFYX2gqKLdURMzZ17WXPaYtzxciMEaRyUTEqKQxWWK3C,516,30.0,86.0,43.0,17.0,7.0,0.0,4.0,0.02131782945736434,0.05426356589147287,[]
907,EXuo1rrMEKKmZaBRsnxRM8Xtf9CM57MsJZb33iYETaAC,24.60%,"$30,343.71","$29,677.08",46.47%,?,['trojan'],145.17,https://gmgn.ai/sol/address/EXuo1rrMEKKmZaBRsnxRM8Xtf9CM57MsJZb33iYETaAC,563,0.0,0.0,18.0,20.0,8.0,2.0,2.0,0.021314387211367674,0.056838365896980464,[]
908,PNciVyP8Ww84V8V19kWMo62uvFyKMGVNEZt7BK6epHW,12.01%,"$34,389.38","$71,381.17",40.11%,?,"['bullx', 'trojan']",0.17,https://gmgn.ai/sol/address/PNciVyP8Ww84V8V19kWMo62uvFyKMGVNEZt7BK6epHW,564,29.0,156.0,84.0,19.0,9.0,0.0,3.0,0.02127659574468085,0.0549645390070922,[]
909,CrJZsespDs8qmTxJMgSayYV5P9bEMGuQj2dQ7DtP1d1o,21.56%,"$61,294.40","$68,834.35",44.64%,?,['trojan'],26.41,https://gmgn.ai/sol/address/CrJZsespDs8qmTxJMgSayYV5P9bEMGuQj2dQ7DtP1d1o,425,32.0,138.0,93.0,28.0,7.0,0.0,2.0,0.021176470588235293,0.08705882352941176,[]
910,2nk2fz5DwWRBbVwBrQfjYSoGBiJWiJ92kstSJET8YQY5,13.02%,"$5,296.11","$5,296.11",41.55%,?,['trojan'],9.24,https://gmgn.ai/sol/address/2nk2fz5DwWRBbVwBrQfjYSoGBiJWiJ92kstSJET8YQY5,331,34.0,88.0,47.0,36.0,6.0,0.0,1.0,0.021148036253776436,0.1299093655589124,[]
911,HY8m9gXmhEsmdZVKUsAPNxconHLpC15qSZ2h1T4Uf3SG,19.89%,"$104,887.23","$162,447.83",47.20%,?,['bullx'],132.54,https://gmgn.ai/sol/address/HY8m9gXmhEsmdZVKUsAPNxconHLpC15qSZ2h1T4Uf3SG,1372,0.0,0.0,3.0,18.0,18.0,2.0,9.0,0.021137026239067054,0.034256559766763846,[]
912,HavaF9STfc9THHPCsc19gmzhvNpnVf5wCf2Tej5wpMNw,35.71%,"$41,209.42","$41,209.42",48.12%,?,['trojan'],159.98,https://gmgn.ai/sol/address/HavaF9STfc9THHPCsc19gmzhvNpnVf5wCf2Tej5wpMNw,760,64.0,104.0,79.0,37.0,12.0,1.0,3.0,0.021052631578947368,0.06973684210526315,[]
913,E4Bnv1KR32gWKEXdZX3868YfhYGYtLWmSLQL6otH7mwa,10.83%,"$31,283.98","$42,127.93",43.92%,?,"['bullx', 'trojan']",159.56,https://gmgn.ai/sol/address/E4Bnv1KR32gWKEXdZX3868YfhYGYtLWmSLQL6otH7mwa,618,10.0,150.0,98.0,29.0,10.0,2.0,1.0,0.021035598705501618,0.06796116504854369,[]
914,22Yagfy2hVCf7LqZZBEWeSSmduWYKmJqsuLy6VcG4vgE,7.47%,"$7,911.93","$6,200.20",49.51%,?,['bullx'],8.84,https://gmgn.ai/sol/address/22Yagfy2hVCf7LqZZBEWeSSmduWYKmJqsuLy6VcG4vgE,333,31.0,140.0,74.0,48.0,7.0,0.0,0.0,0.021021021021021023,0.16516516516516516,[]
915,BTaYD51jdTKEK4WCAPaoKbzknViXLaLJDyUyta6dW8EX,12.23%,$233.20,"$76,529.75",35.14%,?,['photon'],301.6,https://gmgn.ai/sol/address/BTaYD51jdTKEK4WCAPaoKbzknViXLaLJDyUyta6dW8EX,333,33.0,92.0,46.0,15.0,6.0,0.0,1.0,0.021021021021021023,0.06606606606606606,[]
916,BxJpQYhWEPVQ97zWYVKPS74RWqdhh5bxPkTydWcxw1k4,9.56%,"$3,723.67","$3,626.86",51.27%,?,['bullx'],3.79,https://gmgn.ai/sol/address/BxJpQYhWEPVQ97zWYVKPS74RWqdhh5bxPkTydWcxw1k4,333,32.0,117.0,114.0,30.0,6.0,0.0,1.0,0.021021021021021023,0.1111111111111111,[]
917,Gyg7pQqqnzQL6fmcRdoWHMxnPSuxctLtTPvoEJp887zJ,9.57%,"$32,819.42","$37,129.40",38.26%,?,['gmgn'],59.93,https://gmgn.ai/sol/address/Gyg7pQqqnzQL6fmcRdoWHMxnPSuxctLtTPvoEJp887zJ,2343,0.0,0.0,0.0,1.0,33.0,3.0,13.0,0.020913358941527956,0.021340162185232606,[]
918,FSdXMZ2oKhDzAQyfSar9jUs1AZnTNvoLwTjJCTEf7eqa,10.10%,"$19,199.17","$19,199.17",36.36%,?,[],0.43,https://gmgn.ai/sol/address/FSdXMZ2oKhDzAQyfSar9jUs1AZnTNvoLwTjJCTEf7eqa,240,19.0,26.0,20.0,8.0,4.0,0.0,1.0,0.020833333333333332,0.05416666666666667,[]
919,4MafFDTSMBBFcjFZHmRWmJCktdeKNurVhoVmtjpq9FVY,7.29%,"$69,335.16","$251,455.37",42.89%,?,['gmgn'],28.04,https://gmgn.ai/sol/address/4MafFDTSMBBFcjFZHmRWmJCktdeKNurVhoVmtjpq9FVY,2404,0.0,0.0,0.0,0.0,35.0,5.0,10.0,0.020798668885191347,0.020798668885191347,[]
920,HVJnm7j9iVEbRM8rDhSUdG2kijUFhMc8pBih8pnTrvH2,36.84%,"$15,854.49","$125,827.68",50.54%,?,['trojan'],27.81,https://gmgn.ai/sol/address/HVJnm7j9iVEbRM8rDhSUdG2kijUFhMc8pBih8pnTrvH2,385,32.0,121.0,105.0,34.0,5.0,2.0,1.0,0.02077922077922078,0.10909090909090909,[]
921,4Q37Fx5bGpCt3ywe9Vz4vWivSRaJca7PhPKx8SogyWNz,1.36%,$411.94,"$4,268.00",54.90%,?,[],0.3,https://gmgn.ai/sol/address/4Q37Fx5bGpCt3ywe9Vz4vWivSRaJca7PhPKx8SogyWNz,1879,0.0,0.0,0.0,11.0,37.0,2.0,0.0,0.020755721128259713,0.026609898882384245,[]
922,FHHwzs23hK8RmwsiYVirc19HVbTAfZ627nfD3Mx43W9R,11.38%,"$10,082.50","$10,082.50",51.09%,?,['bullx'],46.7,https://gmgn.ai/sol/address/FHHwzs23hK8RmwsiYVirc19HVbTAfZ627nfD3Mx43W9R,241,22.0,62.0,63.0,25.0,5.0,0.0,0.0,0.02074688796680498,0.12448132780082988,[]
923,8EVAWE6sy5hB62ut28CeY3nKNW8bdwznq8EJHXQQ45rP,21.77%,"$12,791.15","$12,791.15",50.00%,?,[],11.33,https://gmgn.ai/sol/address/8EVAWE6sy5hB62ut28CeY3nKNW8bdwznq8EJHXQQ45rP,241,9.0,53.0,91.0,19.0,5.0,0.0,0.0,0.02074688796680498,0.0995850622406639,[]
924,GwDybiKoLkqtJbf7r52mmgbN9UpGT7yM9dH1QhxMfXSD,36.21%,"$108,744.59","$217,751.79",46.90%,?,"['photon', 'pepeboost']",36.0,https://gmgn.ai/sol/address/GwDybiKoLkqtJbf7r52mmgbN9UpGT7yM9dH1QhxMfXSD,533,13.0,131.0,108.0,36.0,8.0,0.0,3.0,0.020637898686679174,0.08818011257035648,[]
925,4wwNfi4b6hqFHHTzbCUGLSrhEtybKQ5wjk2V3Jd8JzXK,14.28%,"$10,672.86","$48,867.55",32.73%,?,[],0.53,https://gmgn.ai/sol/address/4wwNfi4b6hqFHHTzbCUGLSrhEtybKQ5wjk2V3Jd8JzXK,437,51.0,137.0,56.0,23.0,5.0,2.0,2.0,0.020594965675057208,0.07322654462242563,[]
926,4egFb5Jr6rGGZmvDVob6ewqF84ovnkToFzkt4EWxw6wC,27.24%,"$72,495.80","$92,183.11",38.03%,?,[],7.56,https://gmgn.ai/sol/address/4egFb5Jr6rGGZmvDVob6ewqF84ovnkToFzkt4EWxw6wC,585,51.0,134.0,78.0,20.0,8.0,0.0,4.0,0.020512820512820513,0.0547008547008547,[]
927,Dam3oyQtntBqyZvVaU2dZ11qvS8QRjSgtKmwfHwDecAo,2.68%,"$1,946.25","$2,253.32",45.10%,?,['bullx'],1.95,https://gmgn.ai/sol/address/Dam3oyQtntBqyZvVaU2dZ11qvS8QRjSgtKmwfHwDecAo,244,8.0,170.0,100.0,13.0,5.0,0.0,0.0,0.020491803278688523,0.07377049180327869,[]
928,FbeT4rHCJNmqe5Rzs2Caw29cUrWJ13ZRzVD7v448ytUc,11.14%,"$8,825.62","$50,314.69",58.11%,?,['photon'],222.69,https://gmgn.ai/sol/address/FbeT4rHCJNmqe5Rzs2Caw29cUrWJ13ZRzVD7v448ytUc,489,12.0,114.0,132.0,32.0,9.0,1.0,0.0,0.02044989775051125,0.08588957055214724,[]
929,6PWgE62KsMHLAe9V5bJtoFcMHUd2LTG8TdetLWUBQu1T,18.00%,"$16,259.87","$16,259.87",36.67%,?,['photon'],9.89,https://gmgn.ai/sol/address/6PWgE62KsMHLAe9V5bJtoFcMHUd2LTG8TdetLWUBQu1T,587,38.0,154.0,68.0,28.0,10.0,1.0,1.0,0.020442930153321975,0.06814310051107325,[]
930,ETtxija5uK2WN7H6YxffCfM1tyWJH4EPfQjHmQ4UjQwd,29.31%,"$8,308.47","$8,308.47",37.87%,?,['photon'],38.95,https://gmgn.ai/sol/address/ETtxija5uK2WN7H6YxffCfM1tyWJH4EPfQjHmQ4UjQwd,343,8.0,152.0,74.0,17.0,4.0,1.0,2.0,0.02040816326530612,0.06997084548104957,[]
931,H5wv8CLd2mBpMhabQdmRD42Mv9RXaKU6rHsSxJB5jX6m,-0.94%,$403.38,"$1,223.50",50.00%,?,['bullx'],0.03,https://gmgn.ai/sol/address/H5wv8CLd2mBpMhabQdmRD42Mv9RXaKU6rHsSxJB5jX6m,294,68.0,95.0,109.0,21.0,2.0,0.0,4.0,0.02040816326530612,0.09183673469387756,[]
932,ESEXzqZqBpuNqfwrAEVkajiKfDYv98UR9DMPMEPkEWo4,20.68%,"$68,257.34","$262,846.85",44.07%,?,['photon'],94.95,https://gmgn.ai/sol/address/ESEXzqZqBpuNqfwrAEVkajiKfDYv98UR9DMPMEPkEWo4,589,45.0,118.0,83.0,42.0,10.0,0.0,2.0,0.02037351443123939,0.09168081494057725,[]
933,4r6j4rC7HDJt8tNN584TRLuqrLj8JbR65CvUwQ6VrSoq,13.00%,"$6,572.31","$6,572.31",32.76%,?,['photon'],5.84,https://gmgn.ai/sol/address/4r6j4rC7HDJt8tNN584TRLuqrLj8JbR65CvUwQ6VrSoq,344,38.0,74.0,26.0,13.0,5.0,1.0,1.0,0.020348837209302327,0.05813953488372093,[]
934,DqzmYv1gV2vqdZnRPYBm8muFDCVpNusbnBZBhj2r3kxp,17.29%,"$84,546.78","$121,635.06",40.68%,?,[],59.86,https://gmgn.ai/sol/address/DqzmYv1gV2vqdZnRPYBm8muFDCVpNusbnBZBhj2r3kxp,394,39.0,46.0,39.0,20.0,7.0,0.0,1.0,0.02030456852791878,0.07106598984771574,[]
935,88XcJ1ocY55FPjAiNHSDumXeMb8FD1FLzEyMVN4Ud7vA,20.69%,"$88,831.93","$88,831.93",45.83%,?,['bullx'],358.08,https://gmgn.ai/sol/address/88XcJ1ocY55FPjAiNHSDumXeMb8FD1FLzEyMVN4Ud7vA,592,24.0,155.0,80.0,29.0,8.0,1.0,3.0,0.02027027027027027,0.06925675675675676,[]
936,F1sFaiTuYFdZRWhmuKiDmTY78xNhJftFpNJ5JQcuu9Fo,94.64%,"$36,510.93","$36,628.54",51.22%,?,[],0.21,https://gmgn.ai/sol/address/F1sFaiTuYFdZRWhmuKiDmTY78xNhJftFpNJ5JQcuu9Fo,297,51.0,86.0,81.0,44.0,5.0,0.0,1.0,0.020202020202020204,0.16835016835016836,[]
937,GzGWvekvQjJtoNKrjcxaLnYx6eobp3GZj1yqBQDLUTqD,8.59%,"$5,070.47","$5,070.47",40.00%,?,['bullx'],3.67,https://gmgn.ai/sol/address/GzGWvekvQjJtoNKrjcxaLnYx6eobp3GZj1yqBQDLUTqD,249,25.0,78.0,59.0,20.0,3.0,0.0,2.0,0.020080321285140562,0.10040160642570281,[]
938,8rvAsDKeAcEjEkiZMug9k8v1y8mW6gQQiMobd89Uy7qR,12.77%,"$96,296.93","$223,970.59",51.81%,?,"['bullx', 'trojan']",107.41,https://gmgn.ai/sol/address/8rvAsDKeAcEjEkiZMug9k8v1y8mW6gQQiMobd89Uy7qR,847,0.0,0.0,9.0,24.0,9.0,2.0,6.0,0.020070838252656435,0.048406139315230225,[]
939,AGTUCmgJmpRkGxje1WhqAqqSmttWvFqwgnbrMpcJmtzH,28.30%,"$23,267.71","$23,267.71",62.99%,?,"['bullx', 'trojan']",3.99,https://gmgn.ai/sol/address/AGTUCmgJmpRkGxje1WhqAqqSmttWvFqwgnbrMpcJmtzH,399,3.0,57.0,56.0,41.0,7.0,0.0,1.0,0.020050125313283207,0.12280701754385964,[]
940,8CM48tGsNFTbsgoY4VQUJpxP5haMSHHc8RGv6v2dfsFf,5.41%,"$15,692.57","$42,994.99",41.84%,?,[],14.61,https://gmgn.ai/sol/address/8CM48tGsNFTbsgoY4VQUJpxP5haMSHHc8RGv6v2dfsFf,400,26.0,149.0,81.0,36.0,7.0,1.0,0.0,0.02,0.11,[]
941,7JeqTBFpL58eCAw7d35YkRXkF6PrXxn6BE9tMNXBT48X,47.31%,"$52,028.33","$70,098.53",44.90%,?,[],0.09,https://gmgn.ai/sol/address/7JeqTBFpL58eCAw7d35YkRXkF6PrXxn6BE9tMNXBT48X,300,19.0,65.0,34.0,11.0,1.0,1.0,4.0,0.02,0.056666666666666664,[]
